COMPTROLLER,MARKET
0x66a3e782be81c5175171b695e56ae412b6966c15,0xc9c043a7f80258d492121d2f34e829eb6517eb17
0x2d6f21b68f8c56a86d25b4a80857c32322b2f63d,0xadc482c4c58480174f9da020019de3894aeece11
0x487ef86eb04b842285961c3d22d6e57adfcd2226,0xb0000965ae6a11925620258e553fd18fd3a686a0
0xdd6c5707dee472af3b53ab120d03d455e6cc95f9,0xf2688e5abd6e0f8524413c8f866825687b5fb482
0x84a57414910fbfe9f5503bfca2f1e31b6ad0981a,0x163097f64b514accc63f58aea4abce7620c94c8e
0xd3a8ed9cf0ef1bd677c6ae7a2178837bed35aebd,0xf292a26b752d1a013dccf0b1febef2de251d3a4c
0x4c29d5a7bc19742b5dc7dd66508ddc73d7094ba8,0xa84bc6717644b43a4893e0863d60e5857d3dad11
0xaf8984f39eb725c567123ee6a522e0a7206cc9ff,0x3a736ebbe57248ab6d7df5c35cc7e5a7141cd9b9
0xbfc190f10a2b3142812710e4a69b0cce8437666e,0xa683621c5445d351cb56d24a5bc64e9a9b1903e4
0x1b6200257c14b8b3bb876b8f36d535239e83ce27,0xa1bbd8a5b8ec32fe0d7f58056a83c746d1ce2d1e
0xc9fe91c452fa3f9329e5f20c5555ecf60ec71d52,0x72e28688614ab71aafd8b31da28e1acb44549478
0xd5b649c7d27c13a2b80425daee8cb6023015dc6b,0x82015cfee29e3697afcb6dfdce59dc07ed33eb20
0x831f5eb0de404fa648211785c7399d1c2f4ae91c,0x88b90cd8b6a0a378d20ab8ce0869979a6a55b994
0x56f060101ea2f3f9a7a897ceffc75556902c0a69,0xe27165c16ef606a5d1767af558a7aea58d15e443
0x3c13b172bf8be5b873eb38553fec50f78c826284,0x5447ab7e7987af871f6558b6398529806ef21eaf
0x77209f850058dd22d4817be260e76199417ccc41,0x9ab83ae5eb846e2002a4d1ac877916bb14353c7d
0x5ada4f2951d6bdc644605ff7241354c85ac5b7b1,0x3360aff0299de90afdd6923df423ff4e3e32de76
0xcd0c825106cf3067090b644652dabf298c6889ee,0xf3bab7576b7b17af9104e8c21f20d528fd59fceb
0xeed247ba513a8d6f78be9318399f5ed1a4808f8e,0x80aefb7dade25542cc2f558ee605ac2fc974ceb9
0x66a3e782be81c5175171b695e56ae412b6966c15,0x01c7068ea92d3da2a1dad145c96c0f9398be93f2
0x537a09fd99fc7ef737d297cdeeab3b7f9602308c,0x19c405d41555eaacbc2f36f9fe78026852a56251
0x9f750cf10034f3d7a18221aec0bddab7fc6f32ba,0x12d6902da9a3db223f0befd5522e7edad5368318
0xbebef25702c845aadee25dcf9a63d248c8fe5dac,0x4aed8553cf788f4e241c34a7ab72b166dfce729b
0xf4f9b60f2e588e72205bd4e214e773549925b96a,0x22897f845818eb872e0ffc6ed7050f970aaa73d0
0x66a3e782be81c5175171b695e56ae412b6966c15,0x7a472988bd094a09f045120e78bb0cea44558b52
0x537a09fd99fc7ef737d297cdeeab3b7f9602308c,0xf4ee775391ce1604c91262933c6454505f449da3
0x92a62f8c4750d7fbdf9ee1db268d18169235117b,0x7b571111daff9428f7563582242ed29e5949970e
0x9766f97582452df92daaa030e28c1fdecb2671a7,0x14df3841303a301b3bae86fb290b90dc6a791d16
0xca47e7f7606666f30564e767c185e952b5e902f7,0xf282e5467b8e97ed5cb7dbb4307b98023a22e66e
0xdd6c5707dee472af3b53ab120d03d455e6cc95f9,0xbaa8dba47514698008be48f8d329e2b9f3876cb9
0x69ef8ac8a7bb4a406eca3a5f9d023814d199a565,0x933083ec45884e251e8a1fbfda2c8c42a5c1a2f3
0xeed247ba513a8d6f78be9318399f5ed1a4808f8e,0xb5dbdb01b08bff12e822eb28259ecceb6cc91529
0x84a57414910fbfe9f5503bfca2f1e31b6ad0981a,0xe1061fc8b520a09f432e5bbabb5f3f76315bceaa
0x3886a3b02ce2df807c050724e3013a88514d2310,0xa10a4d83966cbc9bde651ac4a42fb9074f2d617a
0x0319c359c828d2cd9e52a853559d76f9958cd771,0xc6b7a24d1d7f5c84ef224505878de751e7949118
0x9766f97582452df92daaa030e28c1fdecb2671a7,0x00982c1980052b65b01a3e8973a6b0156cde936b
0xad5e9bd80750fa446dde26a63e8cbcdbf69e2c9f,0x275bf32610908c2e5dd16f6a22125e0da7ed665a
0x88e92b4a33b94956c4c327e334b2d3aafa3d45fe,0x92858afa95c18bfb2f629c20ff7ef30d40870386
0x60437fee4ddbda6e47955b6255e312f1ed067033,0x75095636cd74fdda8bc36a2bdc455489c86b30bf
0x3646bf53c17ebbe4ce5e389cd3c73bc818ff7e46,0x7a8c075b03fa958d68785c9fc113101227b926b8
0x111a9ca1ed4883cf0cce8cb43d3acf9372be98d9,0xd8d6e3beb93c3536ad7784e60ece49de257ce5cb
0x3c13b172bf8be5b873eb38553fec50f78c826284,0xce8fa238383bc3036abe3410d7d630c7692eb6d7
0xb7425ead67182048f137dbf1ecc1de4c43c9951a,0x6dc2c4c39061ed27d183fe40925a3b5ec67a3ab4
0x44a03c14f30d49cb43b7f7e91e987ecc10cc0b09,0xc5431be989e74b526515ee0e8adb9bb5531a757e
0xb33424088dfc99d69a3497808dc4992e3da96461,0xea7f05f11e48ab557d779df47e7b48e28dc22799
0x0bb220fea7928a97aef0996788d2f26d8cc0aeaa,0x13c84c2e5850562d1aa3b03758ce11c3c9c2f3a5
0xb05c42e2dee393ef96bdcdcc7fe69039ea625b92,0x28478972f5b375fc95054a5db2c6c59531fb1801
0x88e92b4a33b94956c4c327e334b2d3aafa3d45fe,0xf72e8e9418a2adf4b85113b20abcfd3383e27bbb
0x3cc835a1ac51284f2e01c23d090dbb2340ed005a,0xb0c608828a5cf33d34710d505ddee8120adf4b90
0x068134c0916583787320bdaf4381509e83990499,0xbf0091afe5f21907b59ce31f1288cfd9e43cbaf6
0xa973821e201b2c398063ac9c9b6b011d6fe5dfa3,0xef25968ecc2f13b6272a37312a409d429def70ab
0x068134c0916583787320bdaf4381509e83990499,0xb8a1c351347e38d20912609ac43d1f193b6e9a50
0xbfc190f10a2b3142812710e4a69b0cce8437666e,0xf6fe3cd7b2618b544a6a79ef1bedd1ca37194625
0x1813554dc1f68cf54f71449db298daf9ab75f4f3,0xea4d2ff197fdf5d74554c17acb720b9fa25d7cb7
0xa973821e201b2c398063ac9c9b6b011d6fe5dfa3,0xdfd276a2460edb150de2622f2d947eea21c3ee48
0xc8a1466cd9f2d6401675e06b9905357f564811ba,0x2fd4fe4c1b1f9b35069c2987c5c27b95fa1cafa6
0xdcfd3017a59adbc4eff7492ba416a0e4170cedfb,0x629d3fed84c1a4c2f9afa5ae54219aee69f3701f
0x2ecb555c6906ca787b1c394f621f90b1563d4af7,0x39088fb5315d551645e44c04c894a84bc0472349
0xaa87715e858b482931eb2f6f92e504571588390b,0x3393cd223f59f32cc0cc845de938472595ca48a1
0x91c471053ba4697b13d62de1e850cc89ebe23633,0x00465e9b9abf6fbf7400e7aef1820249c9f24afb
0x49ea2c991290ca13f57ae2b8ca98bc6140925db3,0xa2f156bc04329f9d0c71804a5b56f130674f44c9
0xaf8984f39eb725c567123ee6a522e0a7206cc9ff,0x9d8b2f99b6aedbf31f7657656c075db72614f7b7
0xaf8984f39eb725c567123ee6a522e0a7206cc9ff,0xf9cb4f1ba12364d77cf1fe2f9b98c81c89147982
0x5f074281bc6f1a369a24dbb53bb0b1e7583150ff,0x6db44e90f9a64fef112630b5cc00691a653c7e08
0x1bd3699f5ad7b130aaca5db53bd233350a22ea74,0x3faa95992bea933f3a5e7bba2602886425cbda76
0xc7d021bd813f3b4bb801a4361fbcf3703ed61716,0xe0d7fb6039e4156a358cb0ead31a706b1caeff06
0x51aa3f5ef84c83ac9978e1be5ace98fa38043c92,0xacef06808fecc659dd2128a872832b1b93b951f0
0x49ea2c991290ca13f57ae2b8ca98bc6140925db3,0x27ce5a4a632a0a835d7569e1c2ae7b5aa183d6b0
0x0f733bdbb2b2f791bbb10d74d60f05c41ccd97f5,0xb8b66de2abd0141ba17f09265b42501a1c826571
0xe656044c6922c7ce55a2b25b8a8db5f0858cfcd8,0x9a9cb1b59664ad99ce8b0c13eae6aa4e175eb6d1
0x5a240f1a8ae87acf6f85a991e4a1315655c4d2e6,0x2e3cb6b9b5eeff0b31678d0a90febb242e682c2f
0x84a57414910fbfe9f5503bfca2f1e31b6ad0981a,0x7a0766e8540c15b8de6966cd5cbcc2372a21faf8
0x537a09fd99fc7ef737d297cdeeab3b7f9602308c,0xd34f202c536b96c488a4b4c154bcb10a0d134e62
0xeed247ba513a8d6f78be9318399f5ed1a4808f8e,0x8b44d3d286c64c8aaa5d445cfabf7a6f4e2b3a71
0x94369dc4c3d84a1b6208faf5175d33b0f8d11004,0x0c14b28a6ae5cd9d46ae5adabd8dbd57e38b425b
0xbadac56c9aca307079e8b8fc699987aac89813ee,0x5eb35daf9ef97e9e8cc33c486bad884a62cae9ce
0xa3a2b235bf12331e8b6df33ccc5c10a9fe5b679b,0x57ea10d1c8ac4036082ac01da91ba8269135fe2a
0x51aa3f5ef84c83ac9978e1be5ace98fa38043c92,0xb822082ecbeeb646830144daadb87064e7690bc7
0x91c471053ba4697b13d62de1e850cc89ebe23633,0xf33bb5954db799564ecce0afa4fa6b3965dd13c8
0x5ada4f2951d6bdc644605ff7241354c85ac5b7b1,0xeccaeca08a6ad9d96a782b65c5e7f9834a5126c3
0xd5b649c7d27c13a2b80425daee8cb6023015dc6b,0xc7dec270bffc808458dcf687a378958afe7494ea
0xe4585064531fc0ddac7edca41a3fc5ab92f95cc4,0xeb1f76d2e18b99a3a473880c8905e90041c783b4
0x2ecb555c6906ca787b1c394f621f90b1563d4af7,0x71a57dd33b9fd966fd7c1d9cc94c413d9611b8ae
0x487ef86eb04b842285961c3d22d6e57adfcd2226,0xd6fd4615217a0fcc0510fbd2274840070e4a9002
0x1813554dc1f68cf54f71449db298daf9ab75f4f3,0xa26e01bf45bf31c52daf1a6c6b3192bc611f64a6
0x895879b2c1fbb6ccfcd101f2d3f3c76363664f92,0xf146c26136c1f80c9f0967d27bcb7e500d45681f
0xd5b649c7d27c13a2b80425daee8cb6023015dc6b,0xdac3b16d35bcdc3d135633a5d2e0d0d114070a29
0x803ae284a3c50bf7a71a16eaf6c3c6c764d2abfb,0xda1dab6ddddb7ac35dedc566efdb556e50aaf5ce
0x88e92b4a33b94956c4c327e334b2d3aafa3d45fe,0xecc057ece23bd374e74133b98664e2c5d4aacf7e
0x88e92b4a33b94956c4c327e334b2d3aafa3d45fe,0x62c83753d2d216a34b1137e619fa3368925ed097
0xc8a1466cd9f2d6401675e06b9905357f564811ba,0x58217192105f01e3bc677ffd0a30329890b26e0d
0x185fa7d0e7d8a4fe7e09eb9df68b549c660e1116,0xd2c609d5e14a3f8a21a81768cbb6c94f259b1284
0xcd0c825106cf3067090b644652dabf298c6889ee,0x6029f85e1404e07adafa38f33986b43a4ce93f70
0xdbfd8efe61d2874058e1c939d1d4092037bc7291,0xf93bcdc51a55aa04378a212a2037a414f38a03b3
0xa86dd95c210dd186fa7639f93e4177e97d057576,0x4987782da9a63bc3abace48648b15546d821c720
0x2d6f21b68f8c56a86d25b4a80857c32322b2f63d,0x5ec9a72e2987ce907ad78724e83927d8c66a4555
0x1a1e390f83962d3f0b38edb6fcfad27866204090,0xdb06d7ba9760589aa80f478701a6525e70016d70
0x7cc391b17a4e76f0eb96b5caef22d184708fb3b8,0xcba28bd351e5a66f1372c61ad54982ee691c8a0e
0x8f2354f9464514efdae441314b8325e97bf96cdc,0xc33ccf8d387db5e84de13496e40dd83934f3251b
0xf67ef5e77b350a81dcba5430bc8be876eda8d591,0xdc17ee4ef70317433d8083da696e63b46721b6b9
0x1813554dc1f68cf54f71449db298daf9ab75f4f3,0x453ef23465a6b58cbcf99520636ec56bd8832db7
0xa3a2b235bf12331e8b6df33ccc5c10a9fe5b679b,0x9f52266576bb6f7880103f801cde39ec0951072b
0xc8a1466cd9f2d6401675e06b9905357f564811ba,0xe514c8b357e49efa24e648bba45c7c5978bd59f9
0x5ada4f2951d6bdc644605ff7241354c85ac5b7b1,0x423db304e318693eb14c891b104acb3af35fc69f
0x1a1e390f83962d3f0b38edb6fcfad27866204090,0xf823231de6a22dc9be8ba3b1fd7ff70585100ced
0xbebef25702c845aadee25dcf9a63d248c8fe5dac,0xdfdb77841fd623aec83d74df94e82dd073efcfb1
0x9f750cf10034f3d7a18221aec0bddab7fc6f32ba,0x685d1f1a83ff64e75fe882e7818e4ad9173342ca
0xe4585064531fc0ddac7edca41a3fc5ab92f95cc4,0x6ef521d1516dced52b08587ad91fa49d98382478
0x60437fee4ddbda6e47955b6255e312f1ed067033,0x75f62231ce89918b1f463728d77a2b9e89956ae0
0x9f750cf10034f3d7a18221aec0bddab7fc6f32ba,0x974039743f5ed308aabdec000097293f69979721
0x117e3f342886e18674e50ea88633f9be11273520,0x668791fbbd01c77cf71d437d3ede173af78f4e2c
0x537a09fd99fc7ef737d297cdeeab3b7f9602308c,0x39d0bf4dd681b36817925798282405d35d4bd9e7
0xc8a1466cd9f2d6401675e06b9905357f564811ba,0xc9213ef74067ad5d6a3cddb2229d332598e97d62
0x537a09fd99fc7ef737d297cdeeab3b7f9602308c,0x85215af33a8be3dff5c6fdb8d2e08863b95d99ae
0x2ecb555c6906ca787b1c394f621f90b1563d4af7,0xf59da49d4101a3178eaff53b17311a569325e321
0x2c23cfbaf486018688d9636097e4c7b070461990,0x812b78fee500ba596e40b315ffd966a75270291e
0x7cc391b17a4e76f0eb96b5caef22d184708fb3b8,0x76b521c7a859ff60823a7a3aa17619010e405a46
0x0f390559f258eb8591c8e31cf0905e97cf36ace2,0xfcd8570ad81e6c77b8d252bebeba62ed980bd64d
0xdd6c5707dee472af3b53ab120d03d455e6cc95f9,0x3f7f2a5a62e41b28c97425828132890757d2ef0e
0x84a57414910fbfe9f5503bfca2f1e31b6ad0981a,0xb095958fef28be53beb7fbf88a0c9abbfc422111
0x612689f1ea5cc1925c47c7a339530ae6c05106b4,0x830e318282fad687faf2f5f4541eca7281f5f3b3
0xd5b649c7d27c13a2b80425daee8cb6023015dc6b,0x8e9027803d0f448dd96dd73069c35b0641151b07
0x7892c7ee7981d2c5e34ff8b0252493b64d84483a,0x4438bd464d0be4c5110788df6c95664ebab6f83d
